run_id,final_pnl,fees,adverse_selection,spread_capture,forced_liquidations,k_vol,gamma,size_base,order_ttl
80e5cd9b,,,,,,,,,
22dcf97f,,,,,,,,,
559a0bbd,,,,,,,,,
e795542e,,,,,,,,,
76f98d9a,,,,,,,,,
