run_id,final_pnl,fees,adverse_selection,spread_capture,forced_liquidations,extra_spread_ticks,gamma,k_vol,hold_time,hedge_fraction
7e04d8c8,-0.13865956165682292,-0.8200133203276239,-0.07841616381856524,0.6548817657069365,0,20,0.08,4,2.0,0.2
fa501ead,-0.061950964394782204,-1.0444768076603577,-0.1086560351154481,0.819657319855851,0,20,0.12,4,2.0,0.025
fbf77c37,-1.5139869517697662,-1.4402198807131232,-0.16600869929566536,1.211117938738995,0,10,0.16,6,1.0,0.025
3cd19bca,-0.461956156330416,-0.2082946970014783,-0.06819373860969166,0.43799666634226375,0,30,0.12,2,2.0,1.0
f809342d,-0.8810115610522189,-0.6057492955582341,-0.06737576748975227,0.5567650866266148,0,10,0.12,4,2.0,0.025
322779e8,-0.7455360138646938,-1.6202315524289816,-0.2108960716887918,1.595130691098413,0,25,0.12,4,1.0,0.2
0e05c5b0,-2.249236470242977,-0.47305224874644003,-0.101269075638029,0.6513970957849377,0,20,0.12,6,1.5,1.0
82fa910e,-1.1572212334176584,-2.061471854293553,-0.18994609034937393,1.4722937443221258,0,20,0.16,6,1.0,0.2
bae3e28c,-2.0868053848334966,-0.6204006255459532,-0.13559541475351167,0.9660405630853967,0,25,0.12,4,1.5,1.0
759f0933,-2.4404013650109846,-0.6067849666293674,-0.12567148026605873,0.8790666848096033,0,20,0.12,4,1.5,0.025
d83321da,-2.3719440568856953,-1.814479985524669,-0.2097667172750696,1.6417842810973728,0,20,0.08,2,1.0,1.0
cf869db3,-0.4890161435796472,-0.9111589574113859,-0.11696796523876372,0.9621745777827864,0,15,0.08,4,1.5,1.0
f19ea057,-1.4159675255104958,-2.632689187450506,-0.16962941715492247,1.4112285799926252,0,20,0.08,4,1.0,0.025
66dc1780,-0.018883171873312676,-0.9341862585150182,-0.1835798515119432,1.1349264121663927,0,20,0.16,2,1.0,1.0
7b948493,-2.473075354590037,-1.9382876784879122,-0.22507809507241802,1.7191670993366566,0,25,0.12,2,1.0,1.0
88353fe1,-0.4990192412278702,-1.1403416524603354,-0.08908483281812084,0.7101961891017062,0,10,0.08,6,2.0,1.0
4a8f2e65,-1.8419399375889043,-0.5097108736531204,-0.11838988007014631,0.8520245150514343,0,20,0.16,6,1.5,0.025
