run_id,final_pnl,fees,adverse_selection,spread_capture,forced_liquidations,k_vol,gamma,gamma_inv_scale,gamma_vol_scale,gamma_cap_factor,gamma_imb,size_base,size_min_factor,size_exp,max_inventory,order_ttl
e1d03cd2,-1.6007337335504417,-1.7002250252019027,-0.04988983054819545,0.23761615583467113,0,1.3,0.1,4.0,2.0,5.0,0.5,0.005,0.3,2,0.1,1.0
53a405a5,-1.6697713000758085,-1.7473826332421218,-0.046611577529760514,0.2215858737481748,0,1.3,0.1,4.0,2.0,5.0,0.5,0.005,0.3,2,0.1,0.8
fcc1fdfe,-1.604820207976445,-1.7259625556574139,-0.04762139085262852,0.2679722595346987,0,1.3,0.1,4.0,2.0,5.0,0.5,0.005,0.3,2,0.2,0.8
88604ec3,-1.6072864291545557,-1.6996834452325704,-0.045038595235938665,0.23770777887485345,0,1.3,0.1,4.0,2.0,5.0,0.5,0.005,0.3,2,0.2,0.6
2214d100,-1.6403792155178962,-1.7444429356028934,-0.04966016723880243,0.25289874604722307,0,1.3,0.1,4.0,2.0,5.0,0.5,0.005,0.3,2,0.2,1.0
8ee9a86f,-1.7210268686521886,-1.790555157184054,-0.04943614472939008,0.23043300473953954,0,1.3,0.1,4.0,2.0,5.0,0.5,0.005,0.3,2,0.2,0.4
c79ba907,-1.7122719866929401,-1.778104070347922,-0.048306285901762856,0.24517673057456502,0,1.3,0.1,4.0,2.0,5.0,0.5,0.005,0.3,3,0.05,0.4
e9fb0c54,-1.7160793554394331,-1.7825520200189684,-0.04783852695364862,0.2331141786811188,0,1.3,0.1,4.0,2.0,5.0,0.5,0.005,0.3,3,0.05,1.0
835171f2,-1.6161665460440418,-1.7036077619704606,-0.04673583296483594,0.235989338805558,0,1.3,0.1,4.0,2.0,5.0,0.5,0.005,0.3,3,0.05,0.8
a02a458c,-1.5699611882009776,-1.710230171161176,-0.0495576644711807,0.2750103512916958,0,1.3,0.1,4.0,2.0,5.0,0.5,0.005,0.3,3,0.05,0.6
b25db7db,-1.6660498045857821,-1.740173169638312,-0.04372612642987188,0.24518560784013624,0,1.3,0.1,4.0,2.0,5.0,0.5,0.005,0.3,3,0.1,0.4
09389b69,-1.576390621434257,-1.7042318715217226,-0.04973893893533572,0.2678625806417857,0,1.3,0.1,4.0,2.0,5.0,0.5,0.005,0.3,3,0.1,0.6
5faa26f1,-1.573373404738959,-1.710607843095862,-0.04879873461264492,0.28601433045215424,0,1.3,0.1,4.0,2.0,5.0,0.5,0.005,0.3,3,0.1,1.0
79e93078,-1.6955026587602333,-1.7765325957863372,-0.050600206408452045,0.23232978052425926,0,1.3,0.1,4.0,2.0,5.0,0.5,0.005,0.3,3,0.1,0.8
429754c7,-1.6602001968567492,-1.7346303872091202,-0.045100018204506855,0.21776566034685,0,1.3,0.1,4.0,2.0,5.0,0.5,0.005,0.3,3,0.2,0.8
5fa3e7e8,-1.535858527298842,-1.6585707504469367,-0.04696556887636277,0.26442015001109925,0,1.3,0.1,4.0,2.0,5.0,0.5,0.005,0.3,3,0.2,0.6
3f9a5d38,-1.7979929245793755,-1.8075741652477286,-0.046685725255736645,0.18747095556140025,0,1.3,0.1,4.0,2.0,5.0,0.5,0.005,0.3,3,0.2,0.4
18a6740e,-1.734791191178374,-1.781074746271817,-0.04749123357886556,0.22929050362465817,0,1.3,0.1,4.0,2.0,5.0,0.5,0.005,0.3,3,0.2,1.0
9d83e67d,-3.4195416709262645,-3.515734281313414,-0.09370973707245174,0.4143773917208655,0,1.3,0.1,4.0,2.0,5.0,0.5,0.01,0.1,1,0.05,0.6
68c14b38,-3.5272743188834284,-3.684777909313444,-0.09572946229572118,0.5203996716000786,0,1.3,0.1,4.0,2.0,5.0,0.5,0.01,0.1,1,0.05,1.0
19c325a6,-3.6305055812063074,-3.6469727756535857,-0.09748823033621586,0.37106562530353754,0,1.3,0.1,4.0,2.0,5.0,0.5,0.01,0.1,1,0.05,0.8
8d01bce0,-3.5056968642129505,-3.613000984957047,-0.11528113570266646,0.4936484086074933,1,1.3,0.1,4.0,2.0,5.0,0.5,0.01,0.1,1,0.05,0.4
f864ddb9,-3.369686796107999,-3.5399079297694973,-0.09557696829076692,0.4908696794099176,0,1.3,0.1,4.0,2.0,5.0,0.5,0.01,0.1,1,0.1,0.6
4f23cc35,-3.3419074323173845,-3.5370760587423096,-0.09212279887208374,0.5019925023019662,0,1.3,0.1,4.0,2.0,5.0,0.5,0.01,0.1,1,0.1,1.0
33af1201,-3.5325197129277512,-3.673796627039507,-0.10489645914005097,0.5382984656867271,0,1.3,0.1,4.0,2.0,5.0,0.5,0.01,0.1,1,0.1,0.8
4b19bd3f,-3.4614685887718224,-3.5884662527825237,-0.09038297744782853,0.5000987235532044,0,1.3,0.1,4.0,2.0,5.0,0.5,0.01,0.1,1,0.1,0.4
96e88059,-3.3716541096964647,-3.553985854552995,-0.09488956545562957,0.5294236491681998,0,1.3,0.1,4.0,2.0,5.0,0.5,0.01,0.1,1,0.2,0.6
eb65c043,-3.382689120429859,-3.623668402733889,-0.09184430218380281,0.5873237157994392,0,1.3,0.1,4.0,2.0,5.0,0.5,0.01,0.1,1,0.2,0.4
7d745ba4,-3.013010116199439,-3.313902954440499,-0.08848726260517176,0.5400996264923437,0,1.3,0.1,4.0,2.0,5.0,0.5,0.01,0.1,1,0.2,0.8
05754080,-3.4289235311716766,-3.598451234124405,-0.09699822224933306,0.5186927435625989,0,1.3,0.1,4.0,2.0,5.0,0.5,0.01,0.1,1,0.2,1.0
faa37f0e,-3.439646931097741,-3.4917716782336607,-0.0911929189623403,0.38758245807701863,0,1.3,0.1,4.0,2.0,5.0,0.5,0.01,0.1,2,0.05,0.6
65e3ea8c,-3.663661795455482,-3.6889907513589746,-0.09161052155389748,0.4078042049038298,0,1.3,0.1,4.0,2.0,5.0,0.5,0.01,0.1,2,0.05,1.0
9a2673bc,-3.2046798819992546,-3.463970284763616,-0.09564937471181334,0.53951228581691,0,1.3,0.1,4.0,2.0,5.0,0.5,0.01,0.1,2,0.05,0.8
43756178,-3.1085557151964167,-3.29100968297618,-0.09252884044813423,0.42625463361823623,0,1.3,0.1,4.0,2.0,5.0,0.5,0.01,0.1,2,0.1,0.6
b3a2ffb7,-3.522490800214655,-3.6383088365514684,-0.11481434802763124,0.4974633736592905,1,1.3,0.1,4.0,2.0,5.0,0.5,0.01,0.1,2,0.05,0.4
69225ce1,-3.616915597320258,-3.62286862179948,-0.09760105286587413,0.3741041522012865,0,1.3,0.1,4.0,2.0,5.0,0.5,0.01,0.1,2,0.1,0.4
509f5564,-3.4288079742837,-3.64751778561648,-0.10034839586770102,0.5807680271746778,0,1.3,0.1,4.0,2.0,5.0,0.5,0.01,0.1,2,0.1,0.8
cea662fd,-3.519842182589855,-3.5703480757695663,-0.09329913773243362,0.4144071127680395,0,1.3,0.1,4.0,2.0,5.0,0.5,0.01,0.1,2,0.1,1.0
eb2ce4a2,-3.5412637042754795,-3.692498380398339,-0.09785399499200821,0.5153773785236858,0,1.3,0.1,4.0,2.0,5.0,0.5,0.01,0.1,2,0.2,0.8
bb45e537,-3.554413927751739,-3.623395158487469,-0.09907360816435289,0.44085119454502175,0,1.3,0.1,4.0,2.0,5.0,0.5,0.01,0.1,2,0.2,0.4
96ad8af6,-3.457050665489078,-3.596444559376885,-0.09541985550444584,0.5050314122628728,0,1.3,0.1,4.0,2.0,5.0,0.5,0.01,0.1,2,0.2,1.0
b7b72cd3,-3.2903656009511906,-3.473349961254907,-0.09678017120814594,0.4949014134054031,0,1.3,0.1,4.0,2.0,5.0,0.5,0.01,0.1,2,0.2,0.6
45362e2d,-3.6073204531294323,-3.6546245835013322,-0.1547998315267033,0.4840468035818546,1,1.3,0.1,4.0,2.0,5.0,0.5,0.01,0.1,3,0.05,0.4
2a52d100,-3.0898359963975963,-3.317727473750972,-0.097171635795412,0.5152384292268994,0,1.3,0.1,4.0,2.0,5.0,0.5,0.01,0.1,3,0.05,0.6
af012104,-3.284568738139569,-3.4582480707017744,-0.09835168078013333,0.45051558789791296,0,1.3,0.1,4.0,2.0,5.0,0.5,0.01,0.1,3,0.05,0.8
87f6110d,-3.481208611277907,-3.561723975671703,-0.09587143173970317,0.44684266071597356,0,1.3,0.1,4.0,2.0,5.0,0.5,0.01,0.1,3,0.05,1.0
86333cf8,-3.582213675552339,-3.6168745216718117,-0.09676781145721101,0.42586522420146733,0,1.3,0.1,4.0,2.0,5.0,0.5,0.01,0.1,3,0.1,0.4
006436c6,-3.4601999232654634,-3.6080319078696323,-0.09539566308257592,0.4904136512891964,0,1.3,0.1,4.0,2.0,5.0,0.5,0.01,0.1,3,0.1,0.8
3ea0b6ce,-3.552597487512685,-3.642929098783895,-0.09764291838886575,0.4714512691486232,0,1.3,0.1,4.0,2.0,5.0,0.5,0.01,0.1,3,0.1,0.6
869ae7f8,-3.448203183210353,-3.5057562916757834,-0.0953488994315382,0.39438567628150334,0,1.3,0.1,4.0,2.0,5.0,0.5,0.01,0.1,3,0.2,0.8
08a79cde,-3.467965107753116,-3.594046649861225,-0.09796515829236238,0.5136119302126955,0,1.3,0.1,4.0,2.0,5.0,0.5,0.01,0.1,3,0.2,0.4
957b15f2,-3.490094043672798,-3.675066166812351,-0.09605144023138254,0.5577372381599108,0,1.3,0.1,4.0,2.0,5.0,0.5,0.01,0.1,3,0.1,1.0
b7208271,-3.500948657787376,-3.6118820413975703,-0.09394420299850509,0.4622657513807493,0,1.3,0.1,4.0,2.0,5.0,0.5,0.01,0.1,3,0.2,0.6
35da483a,-3.5914526915421447,-3.6116903267508604,-0.10118230968644923,0.40113034216644206,0,1.3,0.1,4.0,2.0,5.0,0.5,0.01,0.1,3,0.2,1.0
5f35c3de,-3.4828802720257954,-3.654406210434842,-0.09474857638166986,0.5196967906834493,1,1.3,0.1,4.0,2.0,5.0,0.5,0.01,0.2,1,0.05,0.8
6b2b3019,-3.3197164801276813,-3.5521402239546003,-0.09388792787863615,0.5678478116470858,0,1.3,0.1,4.0,2.0,5.0,0.5,0.01,0.2,1,0.05,0.6
037ec4be,-3.484285588199782,-3.660714360467537,-0.0977410542423689,0.5468404035327339,0,1.3,0.1,4.0,2.0,5.0,0.5,0.01,0.2,1,0.05,1.0
9232fbe6,-3.7354120707550464,-3.7289691243346264,-0.13284031372485697,0.4383627555325655,1,1.3,0.1,4.0,2.0,5.0,0.5,0.01,0.2,1,0.05,0.4
a1514177,-3.466064999205628,-3.6311775762034753,-0.09875703709471358,0.5052947321198713,0,1.3,0.1,4.0,2.0,5.0,0.5,0.01,0.2,1,0.1,0.8
89b60747,-3.397352412579494,-3.5011689002396715,-0.08849444036792878,0.39059150683608973,0,1.3,0.1,4.0,2.0,5.0,0.5,0.01,0.2,1,0.1,1.0
0c830a3d,-3.7294231221949303,-3.7299677179700175,-0.09487087249964678,0.4161518431595865,0,1.3,0.1,4.0,2.0,5.0,0.5,0.01,0.2,1,0.1,0.4
e32aa652,-3.5212053096875024,-3.63040545593472,-0.09782857111999971,0.49356298325932785,0,1.3,0.1,4.0,2.0,5.0,0.5,0.01,0.2,1,0.1,0.6
da266e20,-3.571684884336719,-3.6633171423388564,-0.09193767735218927,0.4745361588856452,0,1.3,0.1,4.0,2.0,5.0,0.5,0.01,0.2,1,0.2,0.4
6777c58f,-3.2444212917107507,-3.412985751859002,-0.09850967054477251,0.4758878796087643,0,1.3,0.1,4.0,2.0,5.0,0.5,0.01,0.2,1,0.2,0.6
370ac7f0,-3.4759550966518873,-3.6338720796290773,-0.1014941807362905,0.5303125499020763,0,1.3,0.1,4.0,2.0,5.0,0.5,0.01,0.2,1,0.2,0.8
