run_id,final_pnl,fees,adverse_selection,spread_capture,forced_liquidations,k_vol,gamma,size_base,order_ttl
6c6249c6,,,,,,,,,
ff3379bd,,,,,,,,,
00fd95ee,,,,,,,,,
403f53f4,,,,,,,,,
e166e2c1,,,,,,,,,
9e1258d1,,,,,,,,,
f7441364,,,,,,,,,
81bc893c,,,,,,,,,
51e2517e,,,,,,,,,
2d152e3a,,,,,,,,,
01c93895,,,,,,,,,
d04a55fe,,,,,,,,,
d0710455,,,,,,,,,
02981558,,,,,,,,,
a959d2a4,,,,,,,,,
fff5feab,,,,,,,,,
a2abd847,,,,,,,,,
30bae4bc,,,,,,,,,
24ec8071,,,,,,,,,
334aed2e,,,,,,,,,
e79ff650,,,,,,,,,
98dbe38d,,,,,,,,,
005503a5,,,,,,,,,
f8330ce3,,,,,,,,,
79acb9a1,,,,,,,,,
9355552c,,,,,,,,,
16f16f79,,,,,,,,,
1cd8e2d1,,,,,,,,,
d836312a,,,,,,,,,
a7aa1406,,,,,,,,,
3e3ee420,,,,,,,,,
01320135,,,,,,,,,
10f772a6,,,,,,,,,
8995d7cd,,,,,,,,,
c1094d5f,,,,,,,,,
8ecb1a16,,,,,,,,,
407f5e72,,,,,,,,,
ab4c4843,,,,,,,,,
81b7b134,,,,,,,,,
0b709877,,,,,,,,,
45101d9d,,,,,,,,,
8ed712f7,,,,,,,,,
cf6f0f63,,,,,,,,,
4b6fcac3,,,,,,,,,
ea290f3c,,,,,,,,,
3ded4a1b,,,,,,,,,
f5b6f9f2,,,,,,,,,
6c6db0d8,,,,,,,,,
f235fc5c,,,,,,,,,
8a35fcfe,,,,,,,,,
46756526,,,,,,,,,
993a9ec4,,,,,,,,,
1cd40ae0,,,,,,,,,
dcf34266,,,,,,,,,
b289eaca,,,,,,,,,
ecc7a663,,,,,,,,,
43bc69ea,,,,,,,,,
34cb6d42,,,,,,,,,
43ae8dc1,,,,,,,,,
5f6be21e,,,,,,,,,
56b8abed,,,,,,,,,
80ff5d8c,,,,,,,,,
b8c96e35,,,,,,,,,
147ff9a0,,,,,,,,,
0d25fe43,,,,,,,,,
566a479b,,,,,,,,,
63e25990,,,,,,,,,
93b91312,,,,,,,,,
bd0d38bf,,,,,,,,,
c8c4b930,,,,,,,,,
f389029f,,,,,,,,,
23479c6e,,,,,,,,,
2817ecc7,,,,,,,,,
c96d799c,,,,,,,,,
a1079037,,,,,,,,,
5a0b117b,,,,,,,,,
cafa3d4a,,,,,,,,,
bb337f6d,,,,,,,,,
fba5f462,,,,,,,,,
625a3c69,,,,,,,,,
9481b3d6,,,,,,,,,
6755d158,,,,,,,,,
a091fd2a,,,,,,,,,
6ba84551,,,,,,,,,
166f7636,,,,,,,,,
01e61f8c,,,,,,,,,
22e75850,,,,,,,,,
74b13cc2,,,,,,,,,
3e6c9dd5,,,,,,,,,
6f174646,,,,,,,,,
461ae960,,,,,,,,,
ac439ae5,,,,,,,,,
a7e4edc4,,,,,,,,,
e0d358e2,,,,,,,,,
c2da9dcf,,,,,,,,,
57ef4be6,,,,,,,,,
dff70629,,,,,,,,,
3f55c2ec,,,,,,,,,
d4e52e88,,,,,,,,,
d224b42e,,,,,,,,,
8a876502,,,,,,,,,
80f87b91,,,,,,,,,
b8bbf447,,,,,,,,,
0aa3cde7,,,,,,,,,
1b68edda,,,,,,,,,
8e4c0784,,,,,,,,,
b9faf436,,,,,,,,,
61fa6725,,,,,,,,,
3d1c6e80,,,,,,,,,
e68044a9,,,,,,,,,
b1cbe78d,,,,,,,,,
90b98b95,,,,,,,,,
8ea5a3dd,,,,,,,,,
8428d844,,,,,,,,,
1ac2ebb8,,,,,,,,,
b02e0951,,,,,,,,,
1cb59ee9,,,,,,,,,
b1b9fbf7,,,,,,,,,
663563e6,,,,,,,,,
67577f9f,,,,,,,,,
fbda7cbc,,,,,,,,,
20337e95,,,,,,,,,
6ef4bcda,,,,,,,,,
50ecec57,,,,,,,,,
1f1e47ad,,,,,,,,,
8213e38f,,,,,,,,,
522d7204,,,,,,,,,
84058ab0,,,,,,,,,
2e81e79d,,,,,,,,,
e5beb169,,,,,,,,,
1b0d48de,,,,,,,,,
aa556e76,,,,,,,,,
e5151f42,,,,,,,,,
52e42031,,,,,,,,,
c7c54ffd,,,,,,,,,
76873c5c,,,,,,,,,
d7b19d6a,,,,,,,,,
93272e0a,,,,,,,,,
2295619a,,,,,,,,,
515b074c,,,,,,,,,
0721c644,,,,,,,,,
8fb4ee39,,,,,,,,,
f415e583,,,,,,,,,
a9366137,,,,,,,,,
35f14d84,,,,,,,,,
87ecbda6,,,,,,,,,
ec65db7a,,,,,,,,,
770cacab,,,,,,,,,
09dafa62,,,,,,,,,
41e373d4,,,,,,,,,
88e5ba53,,,,,,,,,
be4c3d57,,,,,,,,,
5a68570a,,,,,,,,,
e835416a,,,,,,,,,
d58acc1e,,,,,,,,,
958d22bb,,,,,,,,,
0638e34a,,,,,,,,,
63234145,,,,,,,,,
06c28212,,,,,,,,,
61e6c088,,,,,,,,,
4ee04aac,,,,,,,,,
88d06aa6,,,,,,,,,
9972cbd2,,,,,,,,,
e0a4d926,,,,,,,,,
5ac69092,,,,,,,,,
43a405ba,,,,,,,,,
e789a52e,,,,,,,,,
d987fde9,,,,,,,,,
9487f0bc,,,,,,,,,
